Soort,Type,Code,Match,MinOpp (ha),AfstandBiotopen (m),Dispersiecap (m)
boomkikker,landbiotoop_hms,6430,bevat,5.0,500.0,nan
boomkikker,landbiotoop_hms,7140,bevat,5.0,500.0,nan
boomkikker,landbiotoop_hms,rbbmr,bevat,5.0,500.0,nan
boomkikker,landbiotoop_hms,sd,bevat,5.0,500.0,nan
boomkikker,landbiotoop_hms,sf,bevat,5.0,500.0,nan
boomkikker,landbiotoop_hms,sp,bevat,5.0,500.0,nan
boomkikker,landbiotoop_hms,sz,bevat,5.0,500.0,nan
boomkikker,landbiotoop_hms,2160,bevat,5.0,500.0,nan
boomkikker,landbiotoop_hms,2170,bevat,5.0,500.0,nan
boomkikker,landbiotoop_hms,2180,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,k(ae,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,k(ao,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,k(hc,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,k(hd,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,k(hf,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,k(hj,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,k(ku,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,k(mr,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,kt(hc,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,kt(hd,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,kt(hf,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,kt(hj,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,kt(ku,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,kt(mr,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,kb,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,kh,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,khw,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,kn,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,ku,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,mp,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,mr,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,kb,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,kh,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,khw,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,kn,bevat,5.0,500.0,nan
boomkikker,landbiotoop_k,ku,bevat,5.0,500.0,nan
boomkikker,akkers,b,bevat,5.0,500.0,nan
gladdeslang,biotoop_bwk,cd,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,2310,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,4030,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,ce,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,4010,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,7150,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,cg,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,5130,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,cm,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,cp,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,cv,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,dm,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,2330,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,ha,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,6230_ha,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,hc,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,2190,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,6410,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,hk,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,6210,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,hm,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,hn,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,6230,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,kc,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,kg,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,ks,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,kt,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,ppmb,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,rbbppm,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,ppmh,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,ppms,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,pmb,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,pmh,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,pms,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,qb,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,qs,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,se,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,sg,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,2310,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,rbbsg,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,sk,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,6210,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,sm,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,7140,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,7230,bevat,20.0,50.0,nan
gladdeslang,biotoop_bwk,rbbsm,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,k(cd,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,k(ce,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,k(cg,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,k(cm,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,k(cp,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,k(cv,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,k(dm,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,k(ha),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(ha-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(ha+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(hab),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(hab-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(hab+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(hc),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(hc-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(hc+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(hk,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,k(hm,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,k(hn,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,k(kc),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(kg),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(ks),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(kt),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(kt-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(kt+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(ppmb),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(ppmb-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(ppmb+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(ppmh),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(ppmh-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(ppmh+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(ppms),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(ppms-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(ppms+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(pmb),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(pmb-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(pmb+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(pmh),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(pmh-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(pmh+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(pms),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(pms-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(pms+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(qb),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(qb-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(qb+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(qs),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(qs-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(qs+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(se),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(se-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(se+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(sg),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(sg-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(sg+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(sk),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(sk-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(sk+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(sm),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(sm-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,k(sm+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(cd,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(ce,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(cg,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(cm,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(cp,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(cv,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(dm,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(ha),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(ha-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(ha+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(hab),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(hab-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(hab+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(hc),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(hc-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(hc+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(hk,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(hm,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(hn,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(kc),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(kg),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(ks),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(kt),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(kt-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(kt+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(ppmb),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(ppmb-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(ppmb+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(ppmh),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(ppmh-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(ppmh+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(ppms),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(ppms-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(ppms+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(pmb),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(pmb-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(pmb+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(pmh),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(pmh-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(pmh+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(pms),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(pms-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(pms+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(qb),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(qb-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(qb+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(qs),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(qs-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(qs+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(se),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(se-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(se+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(sg),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(sg-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(sg+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(sk),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(sk-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(sk+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(sm),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(sm-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kh(sm+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(cd,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(ce,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(cg,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(cm,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(cp,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(cv,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(dm,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(ha),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(ha-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(ha+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(hab),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(hab-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(hab+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(hc),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(hc-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(hc+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(hk,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(hm,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(hn,bevat,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(kc),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(kg),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(ks),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(kt),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(kt-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(kt+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(ppmb),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(ppmb-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(ppmb+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(ppmh),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(ppmh-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(ppmh+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(ppms),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(ppms-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(ppms+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(pmb),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(pmb-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(pmb+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(pmh),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(pmh-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(pmh+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(pms),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(pms-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(pms+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(qb),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(qb-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(qb+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(qs),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(qs-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(qs+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(se),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(se-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(se+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(sg),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(sg-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(sg+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(sk),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(sk-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(sk+),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(sm),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(sm-),exact,20.0,50.0,nan
gladdeslang,lijn_bwk,kt(sm+,exact,20.0,50.0,nan
hazelworm,bwk,9110,bevat,5.0,50.0,nan
hazelworm,bwk,9120,bevat,5.0,50.0,nan
hazelworm,bwk,9130,bevat,5.0,50.0,nan
hazelworm,bwk,9150,bevat,5.0,50.0,nan
hazelworm,bwk,9160,bevat,5.0,50.0,nan
hazelworm,bwk,fa,bevat,5.0,50.0,nan
hazelworm,bwk,fe,bevat,5.0,50.0,nan
hazelworm,bwk,fk,bevat,5.0,50.0,nan
hazelworm,bwk,fl,bevat,5.0,50.0,nan
hazelworm,bwk,fm,bevat,5.0,50.0,nan
hazelworm,bwk,fs,bevat,5.0,50.0,nan
hazelworm,bwk,qa,bevat,5.0,50.0,nan
hazelworm,bwk,qe,bevat,5.0,50.0,nan
hazelworm,bwk,qk,bevat,5.0,50.0,nan
hazelworm,bwk,ql,bevat,5.0,50.0,nan
hazelworm,bwk,qs,bevat,5.0,50.0,nan
hazelworm,bwk,kb,bevat,5.0,50.0,nan
hazelworm,bwk,kh,bevat,5.0,50.0,nan
hazelworm,bwk,ks,bevat,5.0,50.0,nan
hazelworm,bwk,kw,bevat,5.0,50.0,nan
hazelworm,bwk,ppm,bevat,5.0,50.0,nan
hazelworm,bwk,rbbppm,bevat,5.0,50.0,nan
heikikker,waterbiotoop0,3110,bevat,50.0,500.0,nan
heikikker,waterbiotoop0,3130,bevat,50.0,500.0,nan
heikikker,waterbiotoop0,ao,bevat,50.0,500.0,nan
heikikker,waterbiotoop0,3160,bevat,50.0,500.0,nan
heikikker,waterbiotoop0,7140,bevat,50.0,500.0,nan
heikikker,waterbiotoop0,7150,bevat,50.0,500.0,nan
heikikker,landbiotoop1,ce,bevat,50.0,500.0,nan
heikikker,landbiotoop1,4010,bevat,50.0,500.0,nan
heikikker,landbiotoop1,7150,bevat,50.0,500.0,nan
heikikker,landbiotoop1,cm,exact,50.0,500.0,nan
heikikker,landbiotoop1,cm+,exact,50.0,500.0,nan
heikikker,landbiotoop1,4030,bevat,50.0,500.0,nan
heikikker,landbiotoop1,ct,exact,50.0,500.0,nan
heikikker,landbiotoop1,ct+,exact,50.0,500.0,nan
heikikker,landbiotoop1,7110,bevat,50.0,500.0,nan
heikikker,landbiotoop1,hj,bevat,50.0,500.0,nan
heikikker,landbiotoop1,hm,bevat,50.0,500.0,nan
heikikker,landbiotoop1,hmo,bevat,50.0,500.0,nan
heikikker,landbiotoop1,6230,bevat,50.0,500.0,nan
heikikker,landbiotoop1,mc,bevat,50.0,500.0,nan
heikikker,landbiotoop1,mcb,bevat,50.0,500.0,nan
heikikker,landbiotoop1,rbbmc,bevat,50.0,500.0,nan
heikikker,landbiotoop1,md,bevat,50.0,500.0,nan
heikikker,landbiotoop1,7140,bevat,50.0,500.0,nan
heikikker,landbiotoop1,mk,bevat,50.0,500.0,nan
heikikker,landbiotoop1,7230,bevat,50.0,500.0,nan
heikikker,landbiotoop1,ms,bevat,50.0,500.0,nan
heikikker,landbiotoop1,rbbms,bevat,50.0,500.0,nan
heikikker,landbiotoop1,pms,exact,50.0,500.0,nan
heikikker,landbiotoop1,pms+,exact,50.0,500.0,nan
heikikker,landbiotoop1,ppms,exact,50.0,500.0,nan
heikikker,landbiotoop1,ppms+,exact,50.0,500.0,nan
heikikker,landbiotoop1,rbbppm,bevat,50.0,500.0,nan
heikikker,landbiotoop1,qb,exact,50.0,500.0,nan
heikikker,landbiotoop1,qb+,exact,50.0,500.0,nan
heikikker,landbiotoop1,9120,bevat,50.0,500.0,nan
heikikker,landbiotoop1,9190,bevat,50.0,500.0,nan
heikikker,landbiotoop1,2180,bevat,50.0,500.0,nan
heikikker,landbiotoop1,qs,exact,50.0,500.0,nan
heikikker,landbiotoop1,qs+,exact,50.0,500.0,nan
heikikker,landbiotoop1,sm,bevat,50.0,500.0,nan
heikikker,landbiotoop1,4010,bevat,50.0,500.0,nan
heikikker,landbiotoop1,7140,bevat,50.0,500.0,nan
heikikker,landbiotoop1,7230,bevat,50.0,500.0,nan
heikikker,landbiotoop1,91E0,bevat,50.0,500.0,nan
heikikker,landbiotoop1,so,bevat,50.0,500.0,nan
heikikker,landbiotoop1,rbbso,bevat,50.0,500.0,nan
heikikker,landbiotoop1,t,bevat,50.0,500.0,nan
heikikker,landbiotoop1,7110,bevat,50.0,500.0,nan
heikikker,landbiotoop1,vo,bevat,50.0,500.0,nan
heikikker,landbiotoop1,91E0,bevat,50.0,500.0,nan
heikikker,landbiotoop1,vt,bevat,50.0,500.0,nan
heikikker,landbiotoop1,91D0,bevat,50.0,500.0,nan
kamsalamander,waterbiotoop_bwk,ae,bevat,14.0,500.0,nan
kamsalamander,waterbiotoop_bwk,aer,bevat,14.0,500.0,nan
kamsalamander,waterbiotoop_bwk,aev,bevat,14.0,500.0,nan
kamsalamander,waterbiotoop_bwk,2190,bevat,14.0,500.0,nan
kamsalamander,waterbiotoop_bwk,3140,bevat,14.0,500.0,nan
kamsalamander,waterbiotoop_bwk,3150,bevat,14.0,500.0,nan
kamsalamander,waterbiotoop_bwk,aom,bevat,14.0,500.0,nan
kamsalamander,waterbiotoop_bwk,3110,bevat,14.0,500.0,nan
kamsalamander,waterbiotoop_bwk,3130,bevat,14.0,500.0,nan
kamsalamander,waterbiotoop_bwk,kn,bevat,14.0,500.0,nan
kamsalamander,waterbiotoop_bwk,mp,bevat,14.0,500.0,nan
kamsalamander,waterbiotoop_bwk,2190_mp,bevat,14.0,500.0,nan
kamsalamander,waterbiotoop_bwk,mr,bevat,14.0,500.0,nan
kamsalamander,waterbiotoop_bwk,6430_hw,bevat,14.0,500.0,nan
kamsalamander,waterbiotoop_bwk,6430_mr,bevat,14.0,500.0,nan
kamsalamander,waterbiotoop_bwk,7140,bevat,14.0,500.0,nan
kamsalamander,waterbiotoop_bwk,rbbmr,bevat,14.0,500.0,nan
kamsalamander,landbiotoop_bwk,hc,bevat,14.0,500.0,nan
kamsalamander,landbiotoop_bwk,2190,bevat,14.0,500.0,nan
kamsalamander,landbiotoop_bwk,6410,bevat,14.0,500.0,nan
kamsalamander,landbiotoop_bwk,rbbhc,bevat,14.0,500.0,nan
kamsalamander,landbiotoop_bwk,hf,bevat,14.0,500.0,nan
kamsalamander,landbiotoop_bwk,6430,bevat,14.0,500.0,nan
kamsalamander,landbiotoop_bwk,hj,bevat,14.0,500.0,nan
kamsalamander,landbiotoop_bwk,hp,bevat,14.0,500.0,nan
kamsalamander,landbiotoop_bwk,hp+,bevat,14.0,500.0,nan
kamsalamander,landbiotoop_bwk,hpr,bevat,14.0,500.0,nan
