Soort,Type,Code,Match,MinOpp (ha),AfstandBiotopen (m),Dispersiecap (m)
nauwekorfslak,voortplanting_duin,2190_mp,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_duin,n,exact,0.04,100.0,nan
nauwekorfslak,voortplanting_duin,n+,exact,0.04,100.0,nan
nauwekorfslak,voortplanting_duin,n-,exact,0.04,100.0,nan
nauwekorfslak,voortplanting_duin,ru,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_duin,2180,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_duin,91E0,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_duin,rud,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_duin,rud+,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_duin,sd,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_duin,2160,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_duin,2170,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_duin,sdb,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_duin,2190,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_leem,mc,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_leem,rbbmc,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_leem,mcb,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_leem,mr,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_leem,rbbmr,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_leem,vn,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_leem,91E0,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_leem,6430_hf,bevat,0.04,100.0,nan
nauwekorfslak,voortplanting_leem,7230,bevat,0.04,100.0,nan
nauwekorfslak,ab,hc,bevat,0.04,100.0,nan
nauwekorfslak,ab,rbbhc,bevat,0.04,100.0,nan
nauwekorfslak,ab,hfc,bevat,0.04,100.0,nan
nauwekorfslak,ab,md,bevat,0.04,100.0,nan
nauwekorfslak,ab,mk,bevat,0.04,100.0,nan
nauwekorfslak,ab,7230,bevat,0.04,100.0,nan
nauwekorfslak,ab,mp,bevat,0.04,100.0,nan
nauwekorfslak,ab,sf,bevat,0.04,100.0,nan
nauwekorfslak,ab,rbbsf,bevat,0.04,100.0,nan
nauwekorfslak,ab,va,bevat,0.04,100.0,nan
nauwekorfslak,ab,vc,bevat,0.04,100.0,nan
nauwekorfslak,ab,vm,bevat,0.04,100.0,nan
nauwekorfslak,ab,91E0,bevat,0.04,100.0,nan
platteschijfhoren,voortplanting_a,ae,bevat,1.0,50.0,nan
platteschijfhoren,voortplanting_a,2190,bevat,1.0,50.0,nan
platteschijfhoren,voortplanting_a,3140,bevat,1.0,50.0,nan
platteschijfhoren,voortplanting_a,3150,bevat,1.0,50.0,nan
platteschijfhoren,voortplanting_a,aom,bevat,1.0,50.0,nan
platteschijfhoren,voortplanting_a,3130,bevat,1.0,50.0,nan
platteschijfhoren,voortplanting_h,hpr,bevat,1.0,50.0,nan
platteschijfhoren,voortplanting_h,hpr+,bevat,1.0,50.0,nan
platteschijfhoren,voortplanting_h,kn,bevat,1.0,50.0,nan
zeggekorfslak,voortplanting,hfc,bevat,0.04,100.0,nan
zeggekorfslak,voortplanting,2190,bevat,0.04,100.0,nan
zeggekorfslak,voortplanting,rbbmc,bevat,0.04,100.0,nan
zeggekorfslak,voortplanting,mc,bevat,0.04,100.0,nan
zeggekorfslak,voortplanting,mcb,bevat,0.04,100.0,nan
zeggekorfslak,voortplanting,md,bevat,0.04,100.0,nan
zeggekorfslak,voortplanting,mr,bevat,0.04,100.0,nan
zeggekorfslak,voortplanting,6430_mr,bevat,0.04,100.0,nan
zeggekorfslak,voortplanting,7140_mrd,bevat,0.04,100.0,nan
zeggekorfslak,voortplanting,rbbmr,bevat,0.04,100.0,nan
zeggekorfslak,voortplanting,vm,bevat,0.04,100.0,nan
zeggekorfslak,voortplanting,vn,bevat,0.04,100.0,nan
zeggekorfslak,ab,hc,bevat,0.04,100.0,nan
zeggekorfslak,ab,2190,bevat,0.04,100.0,nan
zeggekorfslak,ab,mk,bevat,0.04,100.0,nan
zeggekorfslak,ab,7230,bevat,0.04,100.0,nan
zeggekorfslak,ab,mp,bevat,0.04,100.0,nan
zeggekorfslak,ab,sf,bevat,0.04,100.0,nan
zeggekorfslak,ab,91E0,bevat,0.04,100.0,nan
zeggekorfslak,ab,rbbsf,bevat,0.04,100.0,nan
zeggekorfslak,ab,va,bevat,0.04,100.0,nan
zeggekorfslak,ab,vc,bevat,0.04,100.0,nan
zeggekorfslak,ab,rbbhc,bevat,0.04,100.0,nan
zeggekorfslak,ab,6430_hf,bevat,0.04,100.0,nan
gerandeoeverspin,waterbiotoop,ao,bevat,0.5,50.0,nan
gerandeoeverspin,waterbiotoop,3160,bevat,0.5,50.0,nan
gerandeoeverspin,waterbiotoop,3150,bevat,0.5,50.0,nan
gerandeoeverspin,waterbiotoop,3130,bevat,0.5,50.0,nan
gerandeoeverspin,waterbiotoop,3110,bevat,0.5,50.0,nan
gerandeoeverspin,waterbiotoop,7140,bevat,0.5,50.0,nan
gerandeoeverspin,waterbiotoop,7150,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,7120,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,7210,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,ce,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,4010,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,7150,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,7140_oli,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,cm,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,2310,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,4030,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,md,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,7140,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,91E0,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,mk,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,7230,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,mr,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,1130,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,1330,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,2190,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,6430_hw,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,6430_mr,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,7140_mrd,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,rbbmr,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,ms,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,rbbms,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,sm,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop,rbbsm,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop_moeras,md,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop_moeras,mk,bevat,0.5,50.0,nan
gerandeoeverspin,landbiotoop_moeras,ms,bevat,0.5,50.0,nan
lentevuurspin,voortplanting_bwk,2310,bevat,2.0,20.0,nan
lentevuurspin,voortplanting_bwk,2330,bevat,2.0,20.0,nan
blauwvleugelsprinkhaan,bwk,2120,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,2130,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,2150,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,2310,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,4030,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,5130,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,cg,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,dd,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,2120,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,ha,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,2330,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,6230_ha,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,hd,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,hn,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,6230,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,hv,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,kc,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,kd,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,kg,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,ks,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,ku,exact,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,ku+,exact,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,3270,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,6430,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,k(ha,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,k(hn,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,k(hv,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,k(cg,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,spoor,bevat,5.0,50.0,5000.0
blauwvleugelsprinkhaan,bwk,6120,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,6410,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,6430,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,6510,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,7140,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,hc,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,2190,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,rbbhc,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,hf,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,rbbhf,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,hj,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,hm,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,hpr+,exact,5.0,50.0,5000.0
moerassprinkhaan,bwk,rbbkam,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,hp+,exact,5.0,50.0,5000.0
moerassprinkhaan,bwk,mc,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,rbbmc,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,mk,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,7230,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,mm,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,7210,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,mp,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,ms,bevat,5.0,50.0,5000.0
moerassprinkhaan,bwk,rbbms,bevat,5.0,50.0,5000.0
schavertje,bwk,2130,bevat,5.0,50.0,5000.0
schavertje,bwk,2150,bevat,5.0,50.0,5000.0
schavertje,bwk,2330,bevat,5.0,50.0,5000.0
schavertje,bwk,5130,bevat,5.0,50.0,5000.0
schavertje,bwk,6230,bevat,5.0,50.0,5000.0
schavertje,bwk,ha,bevat,5.0,50.0,5000.0
schavertje,bwk,hab,bevat,5.0,50.0,5000.0
schavertje,bwk,had,bevat,5.0,50.0,5000.0
schavertje,bwk,hd,bevat,5.0,50.0,5000.0
schavertje,bwk,hn,bevat,5.0,50.0,5000.0
schavertje,bwk,hnb,bevat,5.0,50.0,5000.0
snortikker,bwk,2310,bevat,5.0,50.0,5000.0
snortikker,bwk,2330,bevat,5.0,50.0,5000.0
snortikker,bwk,4030,bevat,5.0,50.0,5000.0
snortikker,bwk,5130,bevat,5.0,50.0,5000.0
snortikker,bwk,6230,bevat,5.0,50.0,5000.0
snortikker,bwk,cg,bevat,5.0,50.0,5000.0
snortikker,bwk,cv,bevat,5.0,50.0,5000.0
snortikker,bwk,ha,bevat,5.0,50.0,5000.0
snortikker,bwk,6230_ha,bevat,5.0,50.0,5000.0
snortikker,bwk,2130,bevat,5.0,50.0,5000.0
snortikker,bwk,2150,bevat,5.0,50.0,5000.0
snortikker,bwk,hd,bevat,5.0,50.0,5000.0
snortikker,bwk,hmo,bevat,5.0,50.0,5000.0
snortikker,bwk,6230,bevat,5.0,50.0,5000.0
snortikker,bwk,hn,bevat,5.0,50.0,5000.0
snortikker,bwk,hr,bevat,5.0,50.0,5000.0
snortikker,bwk,6430,bevat,5.0,50.0,5000.0
snortikker,bwk,k(hr,bevat,5.0,50.0,5000.0
snortikker,bwk,k(cg,bevat,5.0,50.0,5000.0
snortikker,bwk,k(cv,bevat,5.0,50.0,5000.0
snortikker,bwk,k(ha,bevat,5.0,50.0,5000.0
snortikker,bwk,k(hd,bevat,5.0,50.0,5000.0
snortikker,bwk,k(hn,bevat,5.0,50.0,5000.0
snortikker,bwk,k(hmo,bevat,5.0,50.0,5000.0
snortikker,bwk,ku,bevat,5.0,50.0,5000.0
snortikker,bwk,6120,bevat,5.0,50.0,5000.0
veldkrekel,bwk,2310,bevat,5.0,50.0,2500.0
veldkrekel,bwk,2330,bevat,5.0,50.0,2500.0
veldkrekel,bwk,6120,bevat,5.0,50.0,2500.0
veldkrekel,bwk,6230,bevat,5.0,50.0,2500.0
veldkrekel,bwk,bs+,exact,5.0,50.0,2500.0
veldkrekel,bwk,cd,bevat,5.0,50.0,2500.0
veldkrekel,bwk,4030,bevat,5.0,50.0,2500.0
veldkrekel,bwk,cg,bevat,5.0,50.0,2500.0
veldkrekel,bwk,5130,bevat,5.0,50.0,2500.0
veldkrekel,bwk,cm,bevat,5.0,50.0,2500.0
veldkrekel,bwk,4010,bevat,5.0,50.0,2500.0
veldkrekel,bwk,cv,bevat,5.0,50.0,2500.0
veldkrekel,bwk,dm,bevat,5.0,50.0,2500.0
veldkrekel,bwk,ha,bevat,5.0,50.0,2500.0
veldkrekel,bwk,6230_ha,bevat,5.0,50.0,2500.0
veldkrekel,bwk,2130,bevat,5.0,50.0,2500.0
veldkrekel,bwk,2150,bevat,5.0,50.0,2500.0
veldkrekel,bwk,hd,bevat,5.0,50.0,2500.0
veldkrekel,bwk,hmo,bevat,5.0,50.0,2500.0
veldkrekel,bwk,hn,bevat,5.0,50.0,2500.0
veldkrekel,bwk,hr,bevat,5.0,50.0,2500.0
veldkrekel,bwk,6430,bevat,5.0,50.0,2500.0
veldkrekel,bwk,hu,bevat,5.0,50.0,2500.0
veldkrekel,bwk,2190,bevat,5.0,50.0,2500.0
veldkrekel,bwk,6120,bevat,5.0,50.0,2500.0
veldkrekel,bwk,6510,bevat,5.0,50.0,2500.0
veldkrekel,bwk,ku+,exact,5.0,50.0,2500.0
veldkrekel,bwk,3270,bevat,5.0,50.0,2500.0
veldkrekel,bwk,k(cg,bevat,5.0,50.0,2500.0
veldkrekel,bwk,k(cv,bevat,5.0,50.0,2500.0
veldkrekel,bwk,k(ha,bevat,5.0,50.0,2500.0
veldkrekel,bwk,k(hd,bevat,5.0,50.0,2500.0
veldkrekel,bwk,k(hu,bevat,5.0,50.0,2500.0
veldkrekel,bwk,k(hn,bevat,5.0,50.0,2500.0
veldkrekel,bwk,k(hmo,bevat,5.0,50.0,2500.0
veldkrekel,bwk,k(hr,bevat,5.0,50.0,2500.0
veldkrekel,bwk,k(cm,bevat,5.0,50.0,2500.0
veldkrekel,bwk,k(cd,bevat,5.0,50.0,2500.0
veldkrekel,bwk,k(ku+,bevat,5.0,50.0,2500.0
wekkertje,bwk,6410,bevat,5.0,50.0,5000.0
wekkertje,bwk,cd,bevat,5.0,50.0,5000.0
wekkertje,bwk,2310,bevat,5.0,50.0,5000.0
wekkertje,bwk,4030,bevat,5.0,50.0,5000.0
wekkertje,bwk,ce,bevat,5.0,50.0,5000.0
wekkertje,bwk,4010,bevat,5.0,50.0,5000.0
wekkertje,bwk,7150,bevat,5.0,50.0,5000.0
wekkertje,bwk,7140_oli,bevat,5.0,50.0,5000.0
wekkertje,bwk,cm,bevat,5.0,50.0,5000.0
wekkertje,bwk,ctm,bevat,5.0,50.0,5000.0
wekkertje,bwk,7120,bevat,5.0,50.0,5000.0
wekkertje,bwk,ha,bevat,5.0,50.0,5000.0
wekkertje,bwk,2330,bevat,5.0,50.0,5000.0
wekkertje,bwk,6230_ha,bevat,5.0,50.0,5000.0
wekkertje,bwk,2130,bevat,5.0,50.0,5000.0
wekkertje,bwk,2150,bevat,5.0,50.0,5000.0
wekkertje,bwk,hc,bevat,5.0,50.0,5000.0
wekkertje,bwk,2190,bevat,5.0,50.0,5000.0
wekkertje,bwk,6410,bevat,5.0,50.0,5000.0
wekkertje,bwk,rbbhc,bevat,5.0,50.0,5000.0
wekkertje,bwk,hj,bevat,5.0,50.0,5000.0
wekkertje,bwk,hm,bevat,5.0,50.0,5000.0
wekkertje,bwk,6230,bevat,5.0,50.0,5000.0
wekkertje,bwk,hu,bevat,5.0,50.0,5000.0
wekkertje,bwk,6120,bevat,5.0,50.0,5000.0
wekkertje,bwk,6510,bevat,5.0,50.0,5000.0
wekkertje,bwk,k(hc,bevat,5.0,50.0,5000.0
wekkertje,bwk,k(ha,bevat,5.0,50.0,5000.0
wekkertje,bwk,k(hu,bevat,5.0,50.0,5000.0
wekkertje,bwk,k(hj,bevat,5.0,50.0,5000.0
wekkertje,bwk,k(cd,bevat,5.0,50.0,5000.0
wekkertje,bwk,k(cm,bevat,5.0,50.0,5000.0
wekkertje,bwk,k(ctm,bevat,5.0,50.0,5000.0
wekkertje,bwk,k(ce,bevat,5.0,50.0,5000.0
zadelsprinkhaan,bwk,2310,bevat,5.0,50.0,1000.0
zadelsprinkhaan,bwk,4030,bevat,5.0,50.0,1000.0
zadelsprinkhaan,bwk,5130,bevat,5.0,50.0,1000.0
zadelsprinkhaan,bwk,cdb,bevat,5.0,50.0,1000.0
zadelsprinkhaan,bwk,ceb,bevat,5.0,50.0,1000.0
zadelsprinkhaan,bwk,4010,bevat,5.0,50.0,1000.0
zadelsprinkhaan,bwk,7150,bevat,5.0,50.0,1000.0
zadelsprinkhaan,bwk,7140_oli,bevat,5.0,50.0,1000.0
zadelsprinkhaan,bwk,cgb,bevat,5.0,50.0,1000.0
zadelsprinkhaan,bwk,cmb,bevat,5.0,50.0,1000.0
zadelsprinkhaan,bwk,jun,bevat,5.0,50.0,1000.0
zompsprinkhaan,bwk,6410,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,ce,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,4010,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,7150,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,7140_oli,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,cm,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,2310,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,4030,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,hc,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,2190,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,6410,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,rbbhc,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,hj,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,hm,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,6230,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,hn,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,hr,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,6430,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,mc,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,rbbmc,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,md,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,7140,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,91E0,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,ms,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,rbbms,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,tm,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,7120,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,k(hc,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,k(hm,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,k(hn,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,k(hj,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,k(tm,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,k(ce,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,k(cm,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,k(mc,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,k(ms,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,k(md,bevat,5.0,50.0,5000.0
zompsprinkhaan,bwk,k(hr,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,2310,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,4030,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,5130,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,cd,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,ce,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,4010,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,7150,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,7140_oli,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,cg,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,cm,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,cp,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,ct,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,7110,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,cv,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,ha,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,2330,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,6230_ha,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,2130,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,2150,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,hd,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,se,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,t,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,k(ce,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,k(se,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,k(cd,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,k(cg,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,k(cm,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,k(cp,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,k(ct,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,k(cv,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,k(t,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,k(ha,bevat,5.0,50.0,5000.0
zwartwekkertje,bwk,k(hd,bevat,5.0,50.0,5000.0
grotemodderkruiper,bwk,3150,bevat,0.04,10.0,nan
grotemodderkruiper,bwk,3260,bevat,0.04,10.0,nan
grotemodderkruiper,bwk,ae+,exact,0.04,10.0,nan
grotemodderkruiper,bwk,aev+,exact,0.04,10.0,nan
grotemodderkruiper,bwk,aev,exact,0.04,10.0,nan
argusvlinder,bwk,had,bevat,5.0,100.0,10000.0
argusvlinder,bwk,had+,exact,5.0,100.0,10000.0
argusvlinder,bwk,2130,bevat,5.0,100.0,10000.0
argusvlinder,bwk,hd,bevat,5.0,100.0,10000.0
argusvlinder,bwk,hk,exact,5.0,100.0,10000.0
argusvlinder,bwk,hk+,exact,5.0,100.0,10000.0
argusvlinder,bwk,hkb,exact,5.0,100.0,10000.0
argusvlinder,bwk,hkb+,exact,5.0,100.0,10000.0
argusvlinder,bwk,6210,bevat,5.0,100.0,10000.0
argusvlinder,bwk,hn,exact,5.0,100.0,10000.0
argusvlinder,bwk,hn+,exact,5.0,100.0,10000.0
argusvlinder,bwk,hnb,exact,5.0,100.0,10000.0
argusvlinder,bwk,hnb+,exact,5.0,100.0,10000.0
argusvlinder,bwk,6230,bevat,5.0,100.0,10000.0
argusvlinder,bwk,hp+,exact,5.0,100.0,10000.0
argusvlinder,bwk,hpr,exact,5.0,100.0,10000.0
argusvlinder,bwk,hpr+,exact,5.0,100.0,10000.0
argusvlinder,bwk,2190,bevat,5.0,100.0,10000.0
argusvlinder,bwk,hr,exact,5.0,100.0,10000.0
argusvlinder,bwk,hr+,exact,5.0,100.0,10000.0
argusvlinder,bwk,hu,exact,5.0,100.0,10000.0
argusvlinder,bwk,hu+,exact,5.0,100.0,10000.0
argusvlinder,bwk,6510,bevat,5.0,100.0,10000.0
argusvlinder,bwk,kd,exact,5.0,100.0,10000.0
argusvlinder,bwk,kd+,exact,5.0,100.0,10000.0
argusvlinder,bwk,ks,exact,5.0,100.0,10000.0
argusvlinder,bwk,ks+,exact,5.0,100.0,10000.0
argusvlinder,bwk,kt,exact,5.0,100.0,10000.0
argusvlinder,bwk,kt+,exact,5.0,100.0,10000.0
argusvlinder,bwk,ku,exact,5.0,100.0,10000.0
argusvlinder,bwk,ku+,exact,5.0,100.0,10000.0
argusvlinder,bwk,kub,exact,5.0,100.0,10000.0
argusvlinder,bwk,kub+,exact,5.0,100.0,10000.0
argusvlinder,bwk,3270,bevat,5.0,100.0,10000.0
argusvlinder,bwk,kw,exact,5.0,100.0,10000.0
argusvlinder,bwk,kw+,exact,5.0,100.0,10000.0
argusvlinder,bwk,kz,exact,5.0,100.0,10000.0
argusvlinder,bwk,kz+,exact,5.0,100.0,10000.0
bontdikkopje,voortplanting_bwk,ce,bevat,5.0,50.0,5000.0
bontdikkopje,voortplanting_bwk,4010,bevat,5.0,50.0,5000.0
bontdikkopje,voortplanting_bwk,7150,bevat,5.0,50.0,5000.0
bontdikkopje,voortplanting_bwk,cg,bevat,5.0,50.0,5000.0
bontdikkopje,voortplanting_bwk,2310,bevat,5.0,50.0,5000.0
bontdikkopje,voortplanting_bwk,4030,bevat,5.0,50.0,5000.0
bontdikkopje,voortplanting_bwk,cm,bevat,5.0,50.0,5000.0
bontdikkopje,voortplanting_bwk,hj,bevat,5.0,50.0,5000.0
bontdikkopje,voortplanting_bwk,ms,bevat,5.0,50.0,5000.0
bontdikkopje,voortplanting_bwk,7140,bevat,5.0,50.0,5000.0
bontdikkopje,voortplanting_bwk,se,bevat,5.0,50.0,5000.0
bontdikkopje,voortplanting_bwk,sf,bevat,5.0,50.0,5000.0
bontdikkopje,voortplanting_bwk,2180,bevat,5.0,50.0,5000.0
bontdikkopje,voortplanting_bwk,91E0,bevat,5.0,50.0,5000.0
bontdikkopje,voortplanting_bwk,rbbsf,bevat,5.0,50.0,5000.0
bontdikkopje,voortplanting_bwk,sm,bevat,5.0,50.0,5000.0
bontdikkopje,voortplanting_bwk,7230,bevat,5.0,50.0,5000.0
bontdikkopje,voortplanting_bwk,so,bevat,5.0,50.0,5000.0
bontdikkopje,voortplanting_bwk,rbbso,bevat,5.0,50.0,5000.0
